calibration_id,level_name,nominal_value,back_calculated,percent_deviation,included
CAL-R00314,STD5,11.7128,11.2879,-3.627,1
CAL-R00314,STD6,25.7682,25.9846,0.84,1
CAL-R00314,STD7,56.69,54.4102,-4.021,1
CAL-R00314,STD8,124.7179,122.3526,-1.897,1
CAL-R00315,STD1,2.0,2.16,7.998,1
CAL-R00315,STD2,4.4,4.7974,9.031,1
CAL-R00315,STD3,9.68,10.2176,5.553,1
CAL-R00315,STD4,21.296,22.1885,4.191,1
CAL-R00315,STD5,46.8512,50.6232,8.051,1
CAL-R00315,STD6,103.0726,115.266,11.83,1
CAL-R00315,STD7,226.7598,243.0979,7.205,1
CAL-R00315,STD8,498.8716,530.3035,6.301,1
CAL-R00316,STD1,1.0,0.9453,-5.47,1
CAL-R00316,STD2,2.2,2.2539,2.452,1
CAL-R00316,STD3,4.84,4.8108,-0.604,1
CAL-R00316,STD4,10.648,10.1407,-4.764,1
CAL-R00316,STD5,23.4256,23.4237,-0.008,1
CAL-R00316,STD6,51.5363,54.3859,5.529,1
CAL-R00316,STD7,113.3799,112.9172,-0.408,1
CAL-R00316,STD8,249.4358,257.5629,3.258,1
CAL-R00317,STD1,0.5,0.4521,-9.588,1
CAL-R00317,STD2,1.1,0.9552,-13.159,1
CAL-R00317,STD3,2.42,2.176,-10.081,1
CAL-R00317,STD4,5.324,4.7679,-10.445,1
CAL-R00317,STD5,11.7128,10.0968,-13.797,1
CAL-R00317,STD6,25.7682,22.5162,-12.62,1
CAL-R00317,STD7,56.69,50.6443,-10.664,1
CAL-R00317,STD8,124.7179,108.3826,-13.098,1
CAL-R00318,STD1,2.0,2.179,8.952,1
CAL-R00318,STD2,4.4,5.1368,16.745,0
CAL-R00318,STD3,9.68,10.7392,10.942,1
CAL-R00318,STD4,21.296,22.0307,3.45,1
CAL-R00318,STD5,46.8512,48.4255,3.36,1
CAL-R00318,STD6,103.0726,105.0912,1.958,1
CAL-R00318,STD7,226.7598,252.5024,11.352,1
CAL-R00318,STD8,498.8716,478.8453,-4.014,1
CAL-R00319,STD1,1.0,1.0604,6.036,1
CAL-R00319,STD2,2.2,2.1446,-2.518,1
CAL-R00319,STD3,4.84,4.7421,-2.023,1
CAL-R00319,STD4,10.648,10.9496,2.833,1
CAL-R00319,STD5,23.4256,22.7748,-2.778,1
CAL-R00319,STD6,51.5363,52.0737,1.043,1
CAL-R00319,STD7,113.3799,111.6457,-1.53,1
CAL-R00319,STD8,249.4358,252.7848,1.343,1
CAL-R00320,STD1,0.5,0.4792,-4.155,1
CAL-R00320,STD2,1.1,1.071,-2.64,1
CAL-R00320,STD3,2.42,2.4099,-0.419,1
CAL-R00320,STD4,5.324,5.3902,1.243,1
CAL-R00320,STD5,11.7128,11.8431,1.112,1
CAL-R00320,STD6,25.7682,26.5868,3.177,1
CAL-R00320,STD7,56.69,56.5425,-0.26,1
CAL-R00320,STD8,124.7179,128.0659,2.684,1
CAL-R00321,STD1,2.0,2.165,8.249,1
CAL-R00321,STD2,4.4,4.7974,9.031,1
CAL-R00321,STD3,9.68,10.0673,4.001,1
CAL-R00321,STD4,21.296,23.0224,8.107,1
CAL-R00321,STD5,46.8512,50.0327,6.791,1
CAL-R00321,STD6,103.0726,110.5134,7.219,1
CAL-R00321,STD7,226.7598,236.9435,4.491,1
CAL-R00321,STD8,498.8716,546.1915,9.485,1
CAL-R00322,STD1,1.0,0.972,-2.796,1
CAL-R00322,STD2,2.2,2.2682,3.099,1
CAL-R00322,STD3,4.84,4.8469,0.142,1
CAL-R00322,STD4,10.648,10.5378,-1.035,1
CAL-R00322,STD5,23.4256,23.9457,2.22,1
CAL-R00322,STD6,51.5363,49.6706,-3.62,1
CAL-R00322,STD7,113.3799,109.0665,-3.804,1
CAL-R00322,STD8,249.4358,259.8125,4.16,1
CAL-R00323,STD1,0.5,0.4924,-1.52,1
CAL-R00323,STD2,1.1,1.1467,4.244,1
CAL-R00323,STD3,2.42,2.3836,-1.505,1
CAL-R00323,STD4,5.324,5.2375,-1.624,1
CAL-R00323,STD5,11.7128,11.7828,0.598,1
CAL-R00323,STD6,25.7682,25.4901,-1.079,1
CAL-R00323,STD7,56.69,58.5511,3.283,1
CAL-R00323,STD8,124.7179,131.0425,5.071,1
CAL-R00324,STD1,2.0,1.9985,-0.076,1
CAL-R00324,STD2,4.4,4.5308,2.974,1
CAL-R00324,STD3,9.68,10.309,6.498,1
CAL-R00324,STD4,21.296,22.2604,4.529,1
CAL-R00324,STD5,46.8512,48.1699,2.815,1
CAL-R00324,STD6,103.0726,109.2461,5.989,1
CAL-R00324,STD7,226.7598,237.4138,4.698,1
CAL-R00324,STD8,498.8716,537.2011,7.683,1
